번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
37307,둔산3동상점가,동양악기,"대전광역시 서구 둔산남로 207-1 (둔산동), 동양악기",이진명,424712999,악기점,,,
37306,둔산3동상점가,심포니아악기,"대전광역시 서구 둔산남로 199 (둔산동), 1층 심포니아악기",이정수,424728848,악기점,,,
37305,둔산3동상점가,좋은악기,"대전광역시 서구 둔산남로 201, 2층 (둔산동), 좋은악기",안애영,424828568,악기점,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37304,둔산3동상점가,중앙기념기획,"대전광역시 서구 둔산중로 138(둔산동), 209호",안성순,424899433,"스크린인쇄, 현수막 식품,잡화 휘장, 기념품",,,
37303,둔산3동상점가,아이마트,"대전광역시 서구 둔산로230번길 7 (둔산동), 아이마트",박지영,424856579,슈퍼마켓,,,
37302,둔산3동상점가,굿모닝마트,"대전시 서구 문정로 170번길 141, 굿모닝마트",이미정,424868243,"슈퍼,주류,양곡",,,
37301,둔산3동상점가,김향석꽃방,"대전 서구 둔산남로 199, 1층",김기일,422551785,생화,,,
37300,둔산3동상점가,김미자머리방,"대전광역시 서구 둔산로230번길 14 (둔산동), 김미자머리방",김미자,424724488,미용원,,,
37299,둔산3동상점가,아름다운사람들,"대전광역시 서구 둔산로206번길 29, 1층 (둔산동), 아름다운사람들",배정숙,424853117,미용원,,,
37298,둔산3동상점가,이승희헤어샵,"대전광역시 서구 문정로 176 (둔산동), 이승희헤어샵",김미숙,424862259,미용원,,,
37297,둔산3동상점가,삼성양곡,"대전광역시 서구 둔산남로191번길 29 (둔산동), 삼성양곡",경봉규,424848757,미곡상,,,
37296,둔산3동상점가,신우문구사,"대전광역시 서구 문정로170번길 74 (둔산동), 신우문구사",최종득,424865692,문구용품,,,
37295,둔산3동상점가,삼천종합철물건재상,"대전광역시 서구 둔산로240번길 8, 1층 (둔산동), 삼천종합철물건재상",정지용,424833804,"목재,석재,철물",,,
37294,둔산3동상점가,이선영한복,"대전광역시 서구 둔산로218번길 29(둔산동) 1층 이선영한복, 이선영한복",노정섭,424855012,맞춤복점,,,
37293,둔산3동상점가,그곳에가면,"대전광역시 서구 문정로170번길 42, 그곳에가면",유재순,424829293,기타잡화,,,
37292,둔산3동상점가,남도항아리,"대전광역시 서구 문정로170번길 177, 1층(둔산동), 남도항아리",김영희,424711203,기타잡화,,,
37291,둔산3동상점가,대명악기,"대전광역시 서구 둔산남로 205, 대명악기",박대문,424844849,기타잡화,,,
37290,둔산3동상점가,마녀손톱,"대전광역시 서구 문정로170번길 82, 1층 (둔산동), 마녀손톱",우제은,424835477,기타잡화,,,
37289,둔산3동상점가,명랑분식,"대전광역시 서구 둔산남로199번길 15 (둔산동), 명랑분식",박복남,424725345,기타잡화,,,
37288,둔산3동상점가,성실전기설비,"대전광역시 서구 문정로170번길 67, 1층 (둔산동), 성실전기설비",이정현,424873974,기타잡화,,,
37287,둔산3동상점가,송가숯불갈비,"대전광역시 서구 둔산로230번길 15 (둔산동), 송가숯불갈비",송재복,424851844,기타잡화,,,
37286,둔산3동상점가,온유네닭매운탕,"대전광역시 서구 문정로170번길 50, 온유네닭매운탕",김미옥,422559585,기타잡화,,,
37285,둔산3동상점가,우리동네포장마차,"대전광역시 서구 둔산로228 둔산동, 둔산종합상가 197호, 우리동네포장마차",김훈채,424880928,기타잡화,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37284,둔산3동상점가,지리산흑돼지,"대전광역시 서구 문정로 170번길 154(둔산동) ||chr(47)|| 둔산동 1858, 지리산흑돼지, 지리산흑돼지",최정근,424869508,기타잡화,,,
37283,둔산3동상점가,플라워월드,"대전광역시 서구 둔산남로 175-1, 플라워월드",홍명숙,424876200,기타잡화,,,
37282,둔산3동상점가,한솔정육식당,"대전광역시 서구 둔산로 242, 2층 한솔정육식당, 한솔정육식당",박수현,424721534,기타잡화,,,
37281,둔산3동상점가,한솔축산도매센터,"대전광역시 서구 둔산로 242 (둔산동) 한솔축산도매센터, 한솔축산도매센터",오해연,424711534,기타잡화,,,
37280,둔산3동상점가,삼성고추기름방앗간,"대전광역시 서구 둔산로218번길 29(둔산동) 1층 삼성고추기름방앗간, 삼성고추기름방앗간",임동희,424888757,기타음료식품,,,
37279,둔산3동상점가,가전열쇠,"대전광역시 서구 문정로170번길 68 (둔산동), 가전열쇠",강우문,424880234,기계공구,,,
37278,둔촌역전통시장,영덕회직판장,"서울시 강동구 양재대로91길 20, 1층 104",이덕수,7089590530,횟집,,,
37277,둔촌역전통시장,깨순이칼국수,"서울시 강동구 양재대로91길 36, 1층 101호",이순자,-,한식음식점업,,,
37276,둔촌역전통시장,영양왕족발순대국,"서울시 강동구 양재대로 91길 16, 1층",남동우,222156907,한식음식점업,,,
37275,둔촌역전통시장,찬호네맛집,"서울시 강동구 풍성로56길 39, 찬호네맛집",정연채,24745462,"한식,수산물",,,
37274,둔촌역전통시장,부산어묵,"서울시 강동구 양재대로91길 28, 101호",이창일,220665614,한식 음식점업,,,
37273,둔촌역전통시장,다모아먹자집,"서울시 강동구 풍성로56길 39, 119호",박정출,-,한식,,,
37272,둔촌역전통시장,대박이네곱창,"서울특별시 강동구 양재대로91길 11, 102호, 대박이네곱창(성내동)",신효원,-,한식,,,
37271,둔촌역전통시장,둔촌정육식당,"서울시 강동구 풍성로58길 20, (성내동)",김명숙,-,한식,,,
37270,둔촌역전통시장,별미칼국수,"서울특별시 강동구 풍성로 160 (성내동), 1층",한순희,24707393,한식,,,
37269,둔촌역전통시장,불로곱창,"서울시 강동구 양재대로91길 16, 107호",박혜경,-,한식,,,
37268,둔촌역전통시장,소문난 집,"서울시 강동구 풍성로58길 32, 소문난 집",이창수,24852110,한식,,,
37267,둔촌역전통시장,이구동성,"서울특별시 강동구 풍성로56길 39, 이구동성(성내동)",박종민,24705684,한식,,,
37266,둔촌역전통시장,전주맛집,"서울특별시 강동구 풍성로58길 34 (성내동), 1층",김종근,24857089,한식,,,
37265,둔촌역전통시장,전주전집,"서울시 강동구 풍성로58길 34, 전주전집",김옥선,24884146,한식,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37264,둔촌역전통시장,토마루,"서울시 강동구 풍성로58길 16(성내동), 토마루",이재경,24780515,한식,,,
37263,둔촌역전통시장,맛나치킨,"서울특별시 강동구 양재대로91길 37 (성내동), 1츨",이훈,24793999,치킨,,,
37262,둔촌역전통시장,옛날통닭,"서울시 강동구 양재대로91길 25, 1층",안영배,-,치킨,,,
37261,둔촌역전통시장,OK정육점,"서울시 강동구 양재대로 89길68, (성내동)",문주원,-,축산물판매,,,
37260,둔촌역전통시장,총각네,"서울시 강동구 양재대로 99길 10-5, 총각네",이입분,-,청과,,,
37259,둔촌역전통시장,대중야채,"서울시 강동구 양재대로91길 36(성내동), 103",박선부,24713288,"채소,쌀",,,
37258,둔촌역전통시장,제일식품,"서울시 강동구 풍성로 56길 39, 116호(성내동)",강수명,-,채소,,,
37257,둔촌역전통시장,박서방네,"서울시 강동구 풍성로 54길 27, 1층",박두연,-,즉석식품판매가공업,,,
37256,둔촌역전통시장,자매식품,"서울시 강동구 양재대로91길 11(성내동), 자매식품",신현숙,24863284,즉석두부,,,
37255,둔촌역전통시장,용해원,"서울시 강동구 양재대로 1367, 지하 1층(성내동)",인용환,24749994,중국음식점업,,,
37254,둔촌역전통시장,서울마님죽,"서울시 강동구 양재대로 91길 40, 101호",JINYINGSHU,-,죽,,,
37253,둔촌역전통시장,그랑프리제과점,"서울특별시 강동구 양재대로91길 24, 102호 그랑프리제과점(성내동)",함윤자,-,"제과점(빵,생과자,떡제판)",,,
37252,둔촌역전통시장,빵이가득한집,"서울특별시 강동구 양재대로91길 19 (성내동), 1층",문춘호,-,제과점,,,
37251,둔촌역전통시장,올리비아하슬러,"서울특별시 강동구 양재대로 1367 (성내동), 올리비아하슬러",유경화,24734308,정장(여성),,,
37250,둔촌역전통시장,광윤유통,"서울특별시 강동구 양재대로91길 24 (성내동), 101호 광윤유통",박종필,24762662,정육점,,,
37249,둔촌역전통시장,둔촌정육점,"서울특별시 강동구 풍성로 58길 20, 1층",김명숙,24842778,정육,,,
37248,둔촌역전통시장,하나축산물 도매센터,"서울특별시 강동구 양재대로91길 16 (성내동), 107호 하나축산도매센터",한선덕,24708335,정육,,,
37247,둔촌역전통시장,강경젓갈직판장,"서울특별시 강동구 양재대로91길 34, 1층 동측, 강경젓갈직판장(성내동)",박순자,24982952,젓갈,,,
37246,둔촌역전통시장,허은혜 전통강정,"서울시 강동구 풍성로58길 32, 허은혜 전통강정",임종헌,-,"전통강정,검정깨,과자",,,
37245,둔촌역전통시장,장수방아간,"서울시 강동구 풍성로58길 32, 장수방아간",조병은,24731351,임가공제분,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37244,둔촌역전통시장,제일방아간,"서울시 강동구 양재대로89길 1, (성내동)",안정옥외1명,24722929,임가공제분,,,
37243,둔촌역전통시장,더 싸다구,"서울특별시 강동구 양재대로91길 31 (성내동), 둔촌역시장 36호",가낙현,24740233,일식 수산물,,,
37242,둔촌역전통시장,건강한전닭발입니다,"서울특별시 강동구 양재대로91길 40 (성내동), 1층",권명진,-,일반음식점,,,
37241,둔촌역전통시장,보물찾기,"서울특별시 강동구 풍성로54길 23, 1층,보물찾기(성내동)",고호석,-,의류,,,
37240,둔촌역전통시장,안중미곡,"서울시 강동구 풍성로56길 39, 112호",문옥순,24735061,양곡,,,
37239,둔촌역전통시장,BK악세사리,"서울시 강동구 양재대로91길 23, 102호",이병기,24723243,액세서리,,,
37238,둔촌역전통시장,도그버디둔촌점,"서울특별시 강동구 양재대로91길 40, 1층, 도그버디(성내동)",이주현,24760079,애완용품,,,
37237,둔촌역전통시장,대지신발,"서울시 강동구 양재대로91길 11, 대지신발",오광준,24880012,신발,,,
37236,둔촌역전통시장,미성축산물,"서울특별시 강동구 양재대로91길 28 (성내동), 417-25번지102호",김순금,24763034,식품,,,
37235,둔촌역전통시장,한일정육점,"서울특별시 강동구 양재대로91길 35 (성내동), 한일정육점",황종식,24867454,식육판매,,,
37234,둔촌역전통시장,둔촌안심한우전문점,"서울특별시 강동구 양재대로91길 19, 둔촌안심한우점(심의권)",심의권,-,식육,,,
37233,둔촌역전통시장,미트하우스,"서울시 강동구 양재대로91길 11, 미트하우스",안홍권,24775035,식육,,,
37232,둔촌역전통시장,한우家,"서울특별시 강동구 양재대로91길 20, 1층 102호,한우家(성내동)",송은하,-,식육,,,
37231,둔촌역전통시장,황금축산도매센터,"서울특별시 강동구 양재대로91길 30(성내동), 1층",태승구,24719205,식육,,,
37230,둔촌역전통시장,의성참기름,"서울시 강동구 풍성로56길 39, 의성참기름",홍춘라,24711672,식용유,,,
37229,둔촌역전통시장,소문난순대국,"서울시 강동구 양재대로91길 40, 소문난순대국",양청열,24741684,순대국,,,
37228,둔촌역전통시장,지현이네생선,"서울시 강동구 양재대로91길 11, 지현이네생선",이성후,24892140,생선,,,
37227,둔촌역전통시장,행복하이소수산,"서울시 강동구 양재대로91길 16(성내동), 행복하이소 수산",손주종,24746273,생선,,,
37226,둔촌역전통시장,한우명가정육점,"서울특별시 강동구 양재대로91길 39 (성내동), 1층",차미애,-,상동,,,
37225,둔촌역전통시장,웰빙하우스,"서울시 강동구 양재대로91길 36, 1층 102호",윤경란,24716420,삼채가공업,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37224,둔촌역전통시장,팔통만두,"서울시 강동구 양재대로91길 23(성내동, 태천해오름아파트), 1층 101호",이근형,24882247,"분식 및 김밥 전문점, 그외 기타 음식점업",,,
37223,둔촌역전통시장,별미천국,"서울시 강동구 풍성로56길 39, 별미천국",김영근,24748413,분식,,,
37222,둔촌역전통시장,밥도둑 반찬,"서울특별시 강동구 양재대로91길 29 (성내동), 1층 102호",조은서,-,"반찬가게,농수산물,잡곡,젓갈류",,,
37221,둔촌역전통시장,둥이네 반찬가게,"서울특별시 강동구 양재대로91길 23 (성내동, 태천해오름아파트), 둔촌시장 30호 둥이네 반찬가게",임미순,-,반찬,,,
37220,둔촌역전통시장,명가반찬,"서울시 강동구 양재대로91길 20(성내동), 103호",지재일,24833471,반찬,,,
37219,둔촌역전통시장,승희네 반찬,"서울시 강동구 양재대로91길 31, (성내동)",엄미숙,24751092,반찬,,,
37218,둔촌역전통시장,이너뱅크,"서울특별시 강동구 풍성로 54길 23, 트라이 성내점",민태남,-,메리야스,,,
