번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,2538페이지중 980페이지까지만함
37498,동탄상가,복이네복칼국수,"경기도 화성시 동탄반송2길 25-1, 복이네복칼국수",기양순,316135053,한식,,,
37497,동탄상가,사골식당,"경기도 화성시 동탄지성로 125, 110호",한성윤,316136669,한식,,,
37496,동탄상가,삼포가는길,"경기도 화성시 동탄반송2길 49, 1층",윤병영,313730500,한식,,,
37495,동탄상가,소문난거북성,"경기도 화성시 동탄반송3길, 26-10(반송동)",김종경,313728346,한식,,,
37494,동탄상가,연평도 아구 해물찜,"경기도 화성시 동탄반송3길, 46-9(반송동)",윤미옥,316138122,한식,,,
37493,동탄상가,열무밭애,"경기도 화성시 동탄반송2길 31-5, 1층",김은자,-,한식,,,
37492,동탄상가,진대구뽈짐,"경기도 화성시 동탄반송2길, 35-1(반송동)",이동련,316133251,한식,,,
37491,동탄상가,흥부골화로구이,"경기도 화성시 동탄반송2길, 15-2(반송동)",이용순,316130204,한식,,,
37490,동탄상가,동탄센트럴파크점 피자헛,"경기도 화성시 동탄지성로 112, 반송프라자(반송동), 203호, 204호",유재명,318915588,피자,,,
37489,동탄상가,동탄센트럴파크점 피자헛,"경기도 화성시 동탄지성로, 112(반송동)",최호삼,318915588,피자,,,
37488,동탄상가,하이테크정비,"경기도 화성시 동탄반송1길 36-17, 1층",김유한,316135188,카센타,,,
37487,동탄상가,애니카랜드 신동탄점,"경기도 화성시 동탄반송3길, 61(반송동)",윤인석,316138836,자동차부분정비업,,,
37486,동탄상가,에이엠지샵(AMG SHOP),"경기도 화성시 동탄반송3길, 55-2(반송동)",이채송,316138206,자동차부분정비업,,,
37485,동탄상가,sk스피드메이트 반송점,"경기도 화성시 동탄반송3길 64, 1층",최병철,316136882,자동차부분수리,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37484,동탄상가,더스시(the스시),"경기도 화성시 동탄반송2길, 15-14(반송동)",김형,316130373,일식,,,
37483,동탄상가,12일,"경기도 화성시 동탄지성로 135, 동탄엠플렉스 104호",윤주미,-,의류,,,
37482,동탄상가,동탄정육점,"경기도 화성시 동탄반석로 212, 화성동탄 센터타워 104호",이지훈,3180034982,육류소매,,,
37481,동탄상가,돌쇠축산,"경기도 화성시 동탄지성로 144, 102호",이상협,3180039292,육류(식육즉석판매가공),,,
37480,동탄상가,양육점,"경기도 화성시 동탄반송2길 15-12 (반송동), 1층",서동주,3180435377,양고기,,,
37479,동탄상가,워터숙성정육점,"경기도 화성시 동탄반송3길 8 (반송동), 1층 워터숙성정육점",김경숙,316131156,식육판매업,,,
37478,동탄상가,화성험멜,"경기도 화성시 동탄반송길, 8-1(반송동)",안석근,316130125,"스포츠의류, 운동용품기구",,,
37477,동탄상가,한국마트,"경기도 화성시 동탄반송3길, 40-17(반송동)",박인옥,316134363,슈퍼마켓,,,
37476,동탄상가,해물천하조개구이 동탄점,"경기도 화성시 동탄반송2길 15-7 (반송동), 1층상가 해물천하조개구이",신영호,316139293,수산,,,
37475,동탄상가,주식회사 오케이마트,"경기도 화성시 동탄지성로 118 (반송동), 오케이마트",이상수,316131343,마트,,,
37474,동탄상가,과일향,"경기도 화성시 동탄지성로 126 (반송동), 1층 103호",이서경,3180150040,"과일, 야채",,,
37473,동평새시장,동경반점,"부산광역시 부산진구 백양순환로164번길 13-2 (당감동), 동경반점",김성호,518077544,중국식,,,
37472,동평새시장,럭키수퍼렛부암점,"부산광역시 부산진구 동평로131번길 8 (부암동, 부암미주공동주택), 1동 4호",김여동,518030425,슈퍼마켓,,,
37471,동평새시장,청도떡방,"부산 부산진구 당감로50번길 6, (당감동)",임정희,518964555,떡방아간,,,
37470,동평새시장,부암할인마트,"부산 부산진구 백양순환로 160-1, (부암동)",최기옥,518084567,기타음식료품및일용잡화,,,
37469,동평새시장,옛날통닭,"부산광역시 부산진구 동평로 107, (부암동)",이양숙,518088385,기타음식,,,
37468,동평새시장,태영상회,"부산광역시 부산진구 당감로50번길 12 (당감동), 태영상회",우태영,518983240,기타 가공식품 도매업,,,
37467,동평화시장(동평화패션타운),죠나단,"서울 중구 청계천로 298동평화2층나-88, 죠나단",박영숙,222364820,정장(여성),,,
37466,동평화시장(동평화패션타운),백광,"서울시 중구 청계천로 318, 다동 1층 10-1호",전해순,222542277,잡화,,,
37465,동평화시장(동평화패션타운),비컴원,"서울특별시 중구 청계천로 318 (신당동), 동평화상가 신관 2층 3호",반호성,-,"의류,전자상거래",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37464,동평화시장(동평화패션타운),아바타(수영사),"서울시 중구 청계천로 318(신당동, 동평화상가), 다동1층2호",박영란,-,"의류,잡화,전자상거래",,,
37463,동평화시장(동평화패션타운),코끼리,"서울특별시 중구 청계천로 318 (신당동), 나동 19,20호",이종숙,222388637,"의류,잡화",,,
37462,동평화시장(동평화패션타운),리오,"서울특별시 중구 청계천로 318 (신당동), 지하 가동23호(동평화상가)",노영자,222331714,의류,,,
37461,동평화시장(동평화패션타운),부흥사,"서울시 중구 청계천로 318, 동평화 2층 다-14",이화용,220384047,의류,,,
37460,동평화시장(동평화패션타운),빅토리,"서울시 중구 청계천로 318, 1층 다동8-1호",최기남,-,의류,,,
37459,동평화시장(동평화패션타운),빠찌,"서울특별시 중구 청계천로 318 (신당동), 동평화지하1층나-52호",최기순,222340947,의류,,,
37458,동평화시장(동평화패션타운),세종,"서울특별시 중구 청계천로 318 (신당동), 1층 다동 11호 세종",함동채,222325894,의류,,,
37457,동평화시장(동평화패션타운),싹쓰리,"서울특별시 중구 청계천로 318 (신당동), 지하상가 가 17.18호",박경심,-,의류,,,
37456,동평화시장(동평화패션타운),오파라,"서울특별시 중구 청계천로 318 (신당동), 동평화상가2층나90",유명희,222363309,의류,,,
37455,동평화시장(동평화패션타운),조니트,"서울특별시 중구 청계천로 318, 가동 21,22호",조연화,-,의류,,,
37454,동평화시장(동평화패션타운),평화상사,"서울시 중구 청계천로 318, 평화상사",정명환,222368253,의류,,,
37453,동평화시장(동평화패션타운),일오삼,"서울시 중구 청계천로 318(신당동, 동평화상가), 1층1",변영국,-,외의,,,
37452,동평화시장(동평화패션타운),앤드2,"서울특별시 중구 청계천로 318 (신당동), 1층 신관 133호",이재숙,222325658,여성의류,,,
37451,동평화시장(동평화패션타운),신화사,"서울시 중구 청계천로 318(신당동), 동평화시장1층68호",구본숙,-,셔츠및내의,,,
37450,동평화시장(동평화패션타운),영광,"서울시 중구 청계천로 318(신당동, 동평화상가), 2층나55호",이정희,-,"모자,의류,잡화",,,
37449,동평화시장(동평화패션타운),보배사,"서울시 중구 청계천로 318, 1층다동6-1호",김홍철,-,란제리,,,
37448,동평화시장(동평화패션타운),성실사,"서울시 중구 청계천로 318, 1층다동56-1호",김만섭,-,란제리,,,
37447,동평화시장(동평화패션타운),새샘,"서울시 중구 청계로318 동평화 1층 다-63,64, 새샘",변재철,222348654,내의류,,,
37446,동평화시장(동평화패션타운),동평화BYC,"서울시 중구 청계천로 318(신당동), 동평화시장1층54-1",박은정,-,내의,,,
37445,동평화시장(동평화패션타운),만나,"서울시 중구 청계천로 318, 만나",심상분,-,기타잡화,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37444,동평화시장(동평화패션타운),콩깍지,"서울특별시 중구 청계천로 318 (신당동,동평화4층가등록B호), 콩깍지",조안엽,222348233,기타잡화,,,
37443,동평화시장(동평화패션타운),토탈패션,"서울특별시 중구 청계천로 318, 동평화시 장나동2-26 (신당동), 토탈패션",한옥경,222366110,기타의류,,,
37442,동평화시장(동평화패션타운),대경상사,"서울시 중구 청계천로 208-1, 1층 가25호(동신상가)",김현석,222351684,기타가정용직물,,,
37441,동평화시장(동평화패션타운),에스앤에스,"서울시 중구 청계천로 318, 2층 43",김혜진,-,가방,,,
37440,동해남부재래시장,M.nail(엠네일,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 (동회동), M.nail(엠네일",안영미,335211369,화장품,,,
37439,동해남부재래시장,처음꽃방,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 남부재래시장 1023호 처음꽃방",임미경,335222808,화원,,,
37438,동해남부재래시장,알뜰홈패션,"강원도 동해시 청운1길 29, 알뜰홈패션",홍순득,335211494,홈패션,,,
37437,동해남부재래시장,현대 튀김전문점,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 지층 62, 78, 79호",공외자,335223372,한식 일반 음식점업,,,
37436,동해남부재래시장,피자가기가막혀,"강원도 동해시 발한로 240 (발한동), 피자가 기가막혀",남철기,335351588,피자,,,
37435,동해남부재래시장,다혜스킨샵,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 동해남부재래시장3층61호",이영녀,335218880,피부미용,,,
37434,동해남부재래시장,서이테라피,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 동해남부재래시장 2층 2086,2087호 서이테라피",김서이,-,피부관리,,,
37433,동해남부재래시장,GS25묵호중앙점,"강원 동해시 중앙시장길, 9 (발한동 12-10)",오영승,16445425,편의점,,,
37432,동해남부재래시장,동트는빵집,"강원도 동해시 청운로 78 (동회동, 대동유치원), 1층 93호",박순희,-,제과점업,,,
37431,동해남부재래시장,루루걸,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 9호 (동회동), 루루걸",김현주,335216219,정장,,,
37430,동해남부재래시장,마녀,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 90호 (동회동), 마녀",윤은숙,7088498983,정장,,,
37429,동해남부재래시장,파비올라,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 83호 (동회동), 파비올라",김선녀,335221476,정장,,,
37428,동해남부재래시장,도야지촌,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 42호 (동회동), 도야지촌",차옥자,335212654,일반한식,,,
37427,동해남부재래시장,경희대태권도,"강원도 동해시 청운2길 17-4 (쇄운동), 2층 경희대태권도",김용석,335353562,예체능학원,,,
37426,동해남부재래시장,대동(샘)안경,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 동해남부재래시장1층 대동안경",김광식,335339595,안경,,,
37425,동해남부재래시장,해피악세사리,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 남부재래시장1층1047호",정의범,335316000,"악세사리,잡화",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37424,동해남부재래시장,보리소잉,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 대동상가2층82호",손경옥,-,수공예품,,,
37423,동해남부재래시장,대동세탁소,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 3층 3007호 (동회동), 대동세탁소",고순애,335223279,세탁소,,,
37422,동해남부재래시장,미자네반찬,"강원도 동해시 청운로 78 (동회동), 지층 74호",박미자,335212333,반찬,,,
37421,동해남부재래시장,찬찬찬,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 상가동 지층 76.77호",정복임,335210624,반찬,,,
37420,동해남부재래시장,그담공방,"강원도 동해시 샘실3길 22 (천곡동), 그담공방",민지희,335216774,민예공예품,,,
37419,동해남부재래시장,뉴월드미용실,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 대동현대쇼핑센터 3층 3008호 뉴월드미용실",안정희,335218855,미용원,,,
37418,동해남부재래시장,블루밍헤어샵,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 3045호 (동회동), 블루밍헤어샵",문희자,335218678,미용원,,,
37417,동해남부재래시장,에이스마트,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 동해남부재래시장 1층 에이스마트",서민주,335220630,마트,,,
37416,동해남부재래시장,동해닭강정,"강원도 동해시 한섬로 87 (천곡동, 주공2차아파트), 상가 제점포호",정인호,335216977,닭강정,,,
37415,동해남부재래시장,한마음청과,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 1층 1049호 한마음청과",전미화,335221911,농축수산품,,,
37414,동해남부재래시장,BYC(가은유통),"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 대동현대쇼핑센터 1층 1027호 BYC(가은유통)",백옥자,-,기타잡화,,,
37413,동해남부재래시장,THE고운스킨케어,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 THE고운스킨케어 (동회동), 3층 3021호 THE고운스킨케어",최보람,-,기타잡화,,,
37412,동해남부재래시장,까꼬뽀끌레,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 3층 41호 (동회동), 까꼬뽀끌레",김기호,-,기타잡화,,,
37411,동해남부재래시장,대동생삼겹,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 대동생삼겹 (동회동), 대동생삼겹",최원준,-,기타잡화,,,
37410,동해남부재래시장,란||chr(39)||s 캔들앤솝,"강원도 동해시 감추1길 38-1 (천곡동), 101호 푸른원룸",김정란,335211416,기타잡화,,,
37409,동해남부재래시장,레고플레이,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 3층 3012호 (동회동), 레고플레이",김태성,-,기타잡화,,,
37408,동해남부재래시장,리블리,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 8호 (동회동), 리블리",강호현,-,기타잡화,,,
37407,동해남부재래시장,사랑이네분식,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 지하 사랑이네분식 (동회동), 사랑이네분식",최혜정,-,기타잡화,,,
37406,동해남부재래시장,오드리,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 오드리 (동회동), 오드리",우유미,-,기타잡화,,,
37405,동해남부재래시장,윙크,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 1004호 (동회동), 윙크",노가연,-,기타잡화,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37404,동해남부재래시장,일출한우정육점,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 1층 92호 (동회동), 일출한우정육점",유정임,335219886,기타잡화,,,
37403,동해남부재래시장,준헤어코디,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 14, 15호 (동회동), 준헤어코디",엄신자,-,기타잡화,,,
37402,동해남부재래시장,착한뷰티,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 22, 23호 (동회동), 착한뷰티",황백임,-,기타잡화,,,
37401,동해남부재래시장,참새분식,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 지하 13, 14호 (동회동), 참새분식",배미영,335219049,기타잡화,,,
37400,동해남부재래시장,청운떡집,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 청운떡집 (동회동), 청운떡집",이동실,-,기타잡화,,,
37399,동해남부재래시장,한누리,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 2층 205호 (동회동), 한누리",최지윤,-,기타잡화,,,
37398,동해남부재래시장,젤잘나가,"강원도 동해시 청운1길 29 (동회동, 대동,현대아파트), 1층 1040호 젤잘나가",전은애,335217216,기타의류,,,
37397,동해남부재래시장,대동열쇠,"강원도 동해시 청운1길 29, 대동현대쇼핑센터 1층 26호 (동회동), 대동열쇠",고훈,335211400,기타수리서비스,,,
37396,동해남부재래시장,미세스마카롱,"강원도 동해시 청운1길 29, 1층 14, 15호",박미정,7077969705,"과자,커피",,,
37395,동해묵호시장,천수식당,"강원도 동해시 일출로 59-1 (묵호진동, 장안할인마트), 2층천수식당",김미란,335335830,한식 해산물 요리 전문점,,,
37394,동해묵호시장,풍어횟집 2,"강원도 동해시 일출로 59 (묵호진동, 풍어회센타), 풍어횟집 2",박동성,335323094,한식 해산물 요리 전문점,,,
37393,동해묵호시장,개미식당,"강원도 동해시 묵호시장길 6 (묵호진동, 곰돌이문어카페), 1층",정종순,335350396,한식 일반 음식점업,,,
37392,동해묵호시장,동남회집,"강원도 동해시 묵호시장길 34 (묵호진동, 동남횟집), 돔남횟집",김은희,335328201,한식 일반 음식점업,,,
37391,동해묵호시장,동해안횟집,"강원도 동해시 일출로 61 (묵호진동), 동해안횟집",김정희,335334474,한식 일반 음식점업,,,
37390,동해묵호시장,해우식당,"강원도 동해시 일출로 56 (묵호진동, 동해바다마트), 해우식당",정유성,335351458,한식 일반 음식점업,,,
37389,동해묵호시장,이모식당 본점,"강원도 동해시 일출로 50-1, 1층(묵호진동), 이모식당 본점",박상용,-,한식,,,
37388,동해묵호시장,천안회식당,"강원도 동해시 묵호시장길 7-1(묵호진동), 천안회식당",홍춘자,-,한식,,,
37387,동해묵호시장,해오름식당,"강원도 동해시 묵호시장길 23, 1층(묵호진동), 해오름식당",김경옥,-,한식,,,
37386,동해묵호시장,명주철물상사,"강원도 동해시 일출로 48 (묵호진동), 1층",유명숙,335332578,"철물,볼트,청소용품,안전용품",,,
37385,동해묵호시장,길손해장국,"강원도 동해시 일출로 46-1, 1층(묵호진동), 길손해장국",이영숙,-,일반음식점,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37384,동해묵호시장,지누펍엔도너츠,"강원도 동해시 일출로 50 (묵호진동), 지누펍엔도너츠",김병걸,-,음식점업,,,
37383,동해묵호시장,대경수산,"강원도 동해시 일출로 53 (묵호진동, 대경수산), 대경수산",최재민,335334755,"신선, 냉동 및 기타 수산물 소매업",,,
37382,동해묵호시장,바다건어물,"강원도 동해시 일출로 51 (묵호진동, 바다건어물), 바다건어물",손영덕,335354495,"신선, 냉동 및 기타 수산물 소매업",,,
37381,동해묵호시장,태평양수산,"강원도 동해시 일출로 38 (묵호진동, 태평양수산), 태평양수산",권순일,335322202,"신선, 냉동 및 기타 수산물 도매업",,,
37380,동해묵호시장,경남슈퍼철물,"강원도 동해시 일출로 71 (묵호진동), 1층",주몽룡,335332726,슈퍼마켓,,,
37379,동해묵호시장,삼강슈퍼,"강원도 동해시 일출로 57 (묵호진동), 1층",김영자,335320946,슈퍼,,,
37378,동해묵호시장,억조수산,"강원도 동해시 일출로 50-1(묵호진동), 억조수산",장운선,-,수산물,,,
37377,동해묵호시장,장안할인마트,"강원도 동해시 일출로 59-1, 장안할인마트",배상영,335313248,소매업,,,
37376,동해묵호시장,묵호철물,"강원도 동해시 일출로 51-1 (묵호진동), 묵호철물",정춘화,335316220,기타잡화,,,
37375,동해묵호시장,부강건어물,"강원도 동해시 일출로 55 (묵호진동), 부강건어물",송현숙,335325035,기타잡화,,,
37374,동해묵호시장,호남건어물,"강원도 동해시 묵호시장길 8 (묵호진동), 호남건어물",염명진,335315668,기타잡화,,,
37373,동해묵호시장,경북상회,"강원도 동해시 일출로 67 (묵호진동), 경북상회",황태식,335315242,공구 소매업,,,
37372,동해묵호시장,천자봉건어물마트,"강원도 동해시 일출로 56-1 (묵호진동, 천자봉건어물마트), 천자봉건어물마트",구경혜,-,건어물 및 젓갈류 소매업,,,
37371,동해묵호시장,만선건어물,"강원도 동해시 일출로 67-4 (묵호진동), 만선건어물",김선옥,335352852,건어물 및 젓갈류 도매업,,,
37370,동해묵호시장,묵호항건어물,"강원도 동해시 일출로 67-2 (묵호진동), 묵호항건어물",김은녀,335356661,건어물 및 젓갈류 도매업,,,
37369,동해묵호시장,해양건어물마트,"강원도 동해시 일출로 61 (묵호진동), 해양건어물마트",강성희,335323696,건어물 및 젓갈류 도매업,,,
37368,동해묵호시장,전주건어물,"강원도 동해시 일출로 59 (묵호진동), 1층",송정이,335330035,건어물,,,
37367,동해종합시장,딸기상회,"경상북도 포항시 남구 중앙로146번길 30-9 (해도동), 1층",노희숙,-,"즉석판매제조가공,전자상거래소매업,휴게음식점",,,
37366,동화상가,금호라벨,"서울시 중구 장충단로13길34, 동화상가1동2층25(을지로6가,동화상가1동2층25,26호)",강명옥,222712958,의류부자재,,,
37365,동화상가,성신기업,"서울특별시 중구 장충단로13길 34(을지로6가), 2층3동 31호(동화상가)",김상순,-,의류부자재,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37364,동화상가,그램톤 브랜딩 앤 서플라이즈,"서울특별시 중구 퇴계로 235 (충무로4가, 남산 센트럴 자이), 3층 312호",이성주,222723868,기타전문점,,,
37363,동화상가,현아트||chr(38)||현아트토이,"서울특별시 중구 장충단로13길 34 (을지로6가), 동화상가 4층 434-1호",박주현,-,기계자수 완구류 의류부자재,,,
37362,동화상가,제일사,"서울특별시 중구 장충단로13길 34 (을지로6가), 1층1동105호",김창식,222658512,가정용직물,,,
37361,두류1번가,아리따움두류역점,"대구광역시 서구 달구벌대로 지하 1760 (내당동), 두류1번 A열 49, 50호",정모기,536216270,"화장품, 건강기능식품",,,
37360,두류1번가,에피클로젯,"대구광역시 서구 달구벌대로 지하 1760 (내당동), 두류1번가 C열 5호",박일화,535223352,화장품 잡화,,,
37359,두류1번가,SOUP 의류매장,"대구광역시 서구 달구벌대로 지하 1760 (내당동), B4243호",강미애,7077696633,의류,,,
37358,두류1번가,뉴엔뉴,"대구광역시 서구 달구벌대로 지하 1760, 두류1번가 B열28호, C열27호",심진옥,-,의류,,,
37357,두류1번가,아이엘,"대구광역시 서구 달구벌대로1760, 두류지하상가 D열 25호",이성은,-,의류,,,
37356,두류1번가,일성유통,"대구광역시 달서구 상원로9길 29, 일성유통",서삼덕,536317718,"식품,농산물",,,
37355,두류1번가,샵 시에나(#Siena),"대구광역시 서구 달구벌대로 지하 1760 (내당동), 두류지하상가 A열 34호,35호 샵 시에나(#Siena)",김신아,-,기타잡화,,,
37354,두류1번가,에블린,"대구광역시 서구 달구벌대로 1760 두류아울렛 에블린, 에블린",서재남,-,기타잡화,,,
37353,두류1번가,오늘은네일,"대구광역시 달서구 달구벌대로 지하 1760 (두류동), 두류지하상가C열 46호",최경화,-,기타잡화,,,
37352,두류1번가,주은슈즈,"대구광역시 서구 달구벌대로 지하 1760 (내당동), 두류1번가 B열 24호",김상주,-,기타잡화,,,
37351,두류1번가,럭셔리,"대구광역시 서구 달구벌대로 지하 1760 (내당동), B열44, C열43호",장호준,-,기타 의복 소매업,,,
37350,두류신시장,GS25성당위브점,"대구 달서구 장기로26길, 39(성당동 707-8)",장문정,536550803,편의점,,,
37349,두류신시장,나미플레르,"대구광역시 달서구 장기로22안길 35-1 (성당동), 1층 나미플레르",정남이,7082581174,생화,,,
37348,두류젊음의광장,메밀꽃필무렵,"대구광역시 달서구 달구벌대로344길 1 (두류동), 메밀꽃필무렵",박미향,536296757,한식 일반 음식점업,,,
37347,두류종합시장,포르테커피,"대구광역시 달서구 당산동길 9, 성당동 두류종합상가",이정윤,532472333,카페,,,
37346,두류종합시장,조흥식육점,"대구광역시 달서구 당산로 88 (성당동), 조흥식육점",이명수,536280456,정육점,,,
37345,두류종합시장,그레이스(Grace),"대구광역시 달서구 달구벌대로1760, 두류지하상가 D열 16호 17호",김세경,-,"의류, 전자상거래",,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37344,두정동상점가,자성화맛집코다리네두정점,"충청남도 천안시 서북구 원두정9길 18 (두정동), 1층",윤성규,415222881,한식,,,
37343,두정동상점가,춘천원조호반닭갈비,"충청남도 천안시 서북구 원두정9길 19 (두정동), 남경빌딩101호",김현희,415238292,한식,,,
37342,두정동상점가,엔제리너스천안직산점,"충청남도 천안시 서북구 성거읍 봉주로 72-1, 엔제리너스천안직산점",임광숙,415830707,커피숍,,,
37341,두정동상점가,엔제리너스두정점,"충청남도 천안시 서북구 두정로 172 (두정동), 엔제리너스두정점",임광숙,415522733,커피,,,
37340,두정동상점가,종가대박집,"충청남도 천안시 서북구 두정로 172 (두정동), 1호",장순복,416211112,일반음식,,,
37339,두정동상점가,바우네나주곰탕,"충청남도 천안시 서북구 원두정1길 12, 1층(두정동,아현빌딩)",임연순,415772585,음식점업,,,
37338,두정동상점가,닭갈비제작소,"충청남도 천안시 서북구 원두정2길 35 (두정동), 2층",윤석미,415510221,서비스,,,
37337,두호1시장,흥부식육점,"경상북도 포항시 북구 창흥로11, 흥부식육점",황흥선,542568443,"식육점, 담배",,,
37336,두호1시장,희망꽃화원,"경상북도 포항시 북구 새천년대로 1061 (창포동), 637번지",김주필,542478020,생화,,,
37335,둔산3동상점가,휴메드팜,"대전광역시 서구 둔산로240번길 30 (둔산동), 휴메드팜",박윤선,424860041,화장품,,,
37334,둔산3동상점가,플로드림,"대전광역시 서구 둔산남로 175 (둔산동), 플로드림",이병철,424879226,화원,,,
37333,둔산3동상점가,대전 삼천점,"대전광역시 서구 문정로 178, 상가동",박광훈,425262304,홍삼 및 홍삼제품,,,
37332,둔산3동상점가,강릉감자탕,"대전광역시 서구 둔산중로134번길 39(둔산동), 104호",김순교,424859326,한식,,,
37331,둔산3동상점가,청사참치,"대전광역시 서구 둔산중로134번길 29(둔산동), 201호",박창은,424719955,한식,,,
37330,둔산3동상점가,평양옥식당,"대전광역시 서구 둔산남로 165번길17, 평양옥",최원숙,424864503,한식,,,
37329,둔산3동상점가,미화인테리어,"대전광역시 서구 둔산로218번길 29(둔산동) 1층 미화인테리어, 미화인테리어",김선중,424891162,"카페트,커텐,천막,지물",,,
37328,둔산3동상점가,굽네치킨둔산1호점,"대전광역시 서구 문정로170번길 157 (둔산동), 1층",서의영,424859255,치킨,,,
37327,둔산3동상점가,장가계,"대전광역시 서구 둔산남로179번길 31, 1층 장가계",이현주,424710826,중식,,,
37326,둔산3동상점가,동키치킨,"대전광역시 서구 문정로170번길 192 (둔산동), 동키치킨",이성순,424859848,주점,,,
37325,둔산3동상점가,페리카나문정체인,"대전광역시 서구 둔산로218번길 29(둔산동) 1층 페리카나문정체인, 페리카나문정체인",이만호,424861007,주점,,,
번호,시장명,상호명,주소,대표,연락처,취급품목(업종),,,
37324,둔산3동상점가,김순기왕과떡,"대전광역시 서구 둔산남로189번길 10 (둔산동), 김순기왕과떡",김순기,424850588,제과점,,,
37323,둔산3동상점가,낙원떡방앗간,"대전광역시 서구 둔산로230번길 20 (둔산동), 낙원떡방앗간",김희종,424866005,제과점,,,
37322,둔산3동상점가,배스킨라빈스공작점,"대전광역시 서구 문정로 166 (둔산동), 배스킨라빈스충남고점",김태호,424723160,제과점,,,
37321,둔산3동상점가,예인병과,"대전광역시 서구 둔산로 234, 1층 (둔산동), 예인병과",서홍석,424729649,제과점,,,
37320,둔산3동상점가,정훈종패션,"대전광역시 서구 둔산남로 169 (둔산동), 정훈종패션",정훈종,424884920,정장,,,
37319,둔산3동상점가,김밥나라,"대전광역시 서구 둔산로 210 (둔산동), 김밥나라",이희복,424837114,일반한식,,,
37318,둔산3동상점가,내고향강원도,"대전광역시 서구 문정로170번길 39 (둔산동), 내고향강원도",김태옥,424893484,일반한식,,,
37317,둔산3동상점가,두리한우집,"대전광역시 서구 문정로170번길 34 (둔산동), 두리한우집",성영순,424719292,일반한식,,,
37316,둔산3동상점가,문정보리밥,"대전광역시 서구 문정로170번길 24, 1층 (둔산동), 문정보리밥",허미나,424871179,일반한식,,,
37315,둔산3동상점가,바다,"대전광역시 서구 둔산남로191번길 38 (둔산동), 바다",최영일,424838833,일반한식,,,
37314,둔산3동상점가,봉평메밀막국수,"대전광역시 서구 문정로170번길 39, 1층 (둔산동), 봉평메밀막국수",이창용,424893484,일반한식,,,
37313,둔산3동상점가,삼천하이포크식당,"대전광역시 서구 문정로170번길 7-5 (둔산동), 삼천하이포크식당",최경열,424866826,일반한식,,,
37312,둔산3동상점가,완도식당,"대전광역시 서구 둔산남로179번길 26, 1층 (둔산동), 완도식당",박재근,424718247,일반한식,,,
37311,둔산3동상점가,마르니,"대전광역시 서구 문정로170번길 184 (둔산동), 1층",오현수,-,유아용 의류 소매업,,,
37310,둔산3동상점가,스타안경원,"대전광역시 서구 둔산로206번길 19, 1층 (둔산동), 스타안경원",이상민,424888008,안경,,,
37309,둔산3동상점가,일공공일안경콘택트,"대전광역시 서구 둔산로 216, 1층 (둔산동), 일공공일안경콘택트",박동엽,424871001,안경,,,
37308,둔산3동상점가,케이글라스 둔산점,"대전광역시 서구 청사로 234 (둔산동), 1층 케이글라스",권호한,424829329,안경,,,
